protein,carb,fat,sugar,fiber,age_group,label,glycemic_index,eco_score
41.19,284.28,121.93,49.85,16.1,35-40,bad,72.76,30.8
40.03,320.46,76.69,0.0,22.27,15-20,ok,77.72,79.24
47.63,230.69,88.17,33.21,28.72,45-50,ok,57.53,84.56
64.77,232.28,31.11,14.38,13.83,20-25,ok,44.89,69.9
48.96,294.86,85.6,12.85,31.34,30-35,ok,37.88,50.01
56.64,279.11,83.02,35.51,19.15,20-25,ok,86.68,49.26
24.88,228.62,78.05,38.4,30.3,40-45,ok,66.09,77.33
41.76,214.55,93.46,16.36,19.91,25-30,ok,56.17,58.01
19.11,363.79,80.62,25.26,24.62,25-30,ok,92.27,60.69
40.61,324.39,93.36,48.07,18.14,20-25,bad,92.56,22.57
66.34,292.41,106.8,24.28,26.31,30-35,ok,48.75,74.6
36.19,325.44,100.76,57.69,24.12,20-25,bad,78.32,53.64
61.41,309.14,97.61,51.4,11.33,15-20,bad,62.25,80.89
61.92,256.81,47.13,18.93,25.25,25-30,ok,49.78,76.77
55.17,275.44,85.16,14.9,23.51,15-20,ok,57.04,41.92
69.47,286.32,93.5,20.83,31.97,40-45,ok,39.88,58.57
42.06,304.91,94.49,29.79,12.55,45-50,ok,39.4,15.32
80.91,288.36,63.18,30.94,38.21,30-35,ok,48.71,62.15
35.56,220.5,74.21,14.37,30.2,40-45,ok,70.53,50.94
43.66,306.08,80.73,20.97,25.73,10-15,ok,45.08,59.74
67.23,376.41,106.09,25.83,26.75,30-35,ok,61.39,60.86
21.36,451.67,118.28,74.84,13.09,15-20,bad,60.45,52.61
45.9,283.99,94.8,36.94,22.75,40-45,ok,68.03,64.67
41.61,299.57,101.63,24.76,33.73,10-15,ok,64.85,45.85
52.35,292.54,81.15,55.15,25.7,45-50,bad,71.96,58.8
40.83,295.91,93.72,50.16,10.88,20-25,bad,94.23,74.08
78.15,256.7,76.83,28.82,17.98,25-30,ok,54.44,31.37
43.64,339.43,43.18,32.51,33.62,10-15,ok,63.18,54.41
25.85,285.86,77.74,22.62,26.3,30-35,ok,68.38,53.3
48.56,246.66,88.2,54.03,20.01,35-40,bad,68.49,100.0
30.45,298.2,108.29,39.97,12.54,25-30,bad,54.31,45.52
85.62,337.72,63.09,23.37,26.67,40-45,ok,80.84,76.37
51.92,256.88,103.01,40.87,15.51,45-50,bad,70.1,82.78
39.0,227.82,88.95,23.27,40.39,35-40,ok,82.27,54.16
68.66,304.62,48.79,38.3,13.13,40-45,ok,63.5,76.09
89.13,227.44,55.79,10.57,24.35,15-20,ok,50.05,71.28
57.22,200.68,69.52,40.84,34.12,35-40,ok,52.0,54.55
50.58,262.64,106.74,61.59,12.49,10-15,bad,53.94,61.86
45.25,303.13,66.67,23.35,35.86,30-35,ok,54.66,67.93
31.35,307.95,90.05,20.71,26.31,45-50,ok,89.06,26.51
62.1,367.19,81.0,69.0,5.1,35-40,bad,75.82,39.4
58.79,182.03,111.4,18.14,25.83,20-25,ok,56.72,54.17
72.92,336.15,65.49,28.75,13.17,10-15,ok,70.67,72.89
56.27,266.16,107.16,33.6,19.27,20-25,ok,49.0,92.5
15.42,412.49,100.2,45.05,24.11,30-35,bad,45.64,79.32
31.03,208.03,35.5,13.23,13.64,45-50,ok,71.45,66.03
32.99,221.37,60.72,35.35,26.19,10-15,ok,53.07,79.46
53.93,223.68,73.25,11.82,16.88,35-40,ok,60.5,64.75
54.31,241.43,116.0,17.02,22.51,40-45,ok,61.22,67.53
68.07,266.06,79.44,18.98,22.74,20-25,ok,69.01,33.21
69.96,256.63,98.23,53.05,25.09,35-40,bad,71.65,62.28
50.32,315.98,97.7,23.22,34.32,25-30,ok,63.1,31.17
44.69,257.55,80.19,48.86,11.68,20-25,bad,86.77,38.01
0.0,328.91,31.11,73.79,11.39,30-35,bad,71.02,63.85
38.96,324.34,86.87,24.43,28.43,15-20,ok,80.67,59.58
18.03,287.68,109.09,44.48,19.34,10-15,bad,62.57,60.24
53.18,352.23,103.63,57.74,23.12,25-30,bad,57.83,88.48
80.83,260.92,91.15,17.35,33.61,35-40,ok,71.66,78.36
39.21,349.45,97.33,24.38,28.83,35-40,ok,69.49,41.39
30.45,222.61,68.67,23.55,16.31,30-35,ok,44.54,78.53
15.11,242.97,117.54,80.53,13.98,25-30,bad,60.49,23.91
41.49,203.7,70.06,29.95,35.09,10-15,ok,46.14,74.66
49.38,198.88,38.96,28.23,33.76,45-50,ok,34.22,57.73
81.79,277.18,92.3,37.35,24.68,45-50,ok,71.16,75.69
48.67,216.04,99.68,79.02,2.66,40-45,bad,54.48,71.28
5.4,279.38,86.4,63.96,21.0,15-20,bad,50.06,24.64
55.94,294.23,70.09,22.48,26.11,25-30,ok,82.67,53.63
64.49,338.93,103.23,8.62,36.15,20-25,ok,60.28,36.37
87.26,234.68,80.7,27.3,21.73,35-40,ok,67.82,60.69
33.19,308.67,97.88,57.66,8.78,10-15,bad,74.92,27.37
42.56,271.92,80.28,27.71,36.03,45-50,ok,66.76,57.17
41.1,255.6,65.04,37.47,18.57,40-45,ok,85.05,59.11
30.45,277.61,127.31,66.85,3.29,35-40,bad,77.71,60.93
60.09,276.48,104.71,24.43,14.42,45-50,ok,44.31,83.38
44.53,242.0,64.03,34.78,31.12,20-25,ok,76.18,72.39
70.92,328.52,73.55,23.84,23.78,25-30,ok,44.32,73.39
64.19,295.72,56.05,32.57,14.45,25-30,ok,78.67,16.15
26.68,384.4,118.15,50.48,12.39,15-20,bad,57.54,85.85
48.12,319.48,73.98,31.15,17.73,25-30,ok,62.58,60.67
58.48,228.82,59.61,42.51,35.59,35-40,ok,43.54,41.95
47.18,241.11,101.52,63.58,5.8,10-15,bad,68.3,50.17
45.98,199.66,82.74,15.64,26.37,35-40,ok,58.76,88.03
47.9,301.89,117.84,86.22,0.73,40-45,bad,95.32,100.0
38.53,216.62,129.67,63.2,4.55,15-20,bad,92.99,55.77
58.81,290.83,64.23,33.69,15.35,45-50,ok,63.37,66.47
49.32,199.76,120.54,55.14,26.16,15-20,bad,53.31,40.81
43.63,243.0,61.81,22.46,27.5,10-15,ok,64.98,70.2
53.21,251.34,127.25,49.97,10.92,10-15,bad,87.39,80.44
2.32,163.71,132.93,42.39,15.58,35-40,bad,51.1,88.62
34.59,198.62,123.21,53.29,9.26,40-45,bad,64.27,78.6
21.03,330.49,64.22,39.12,13.01,45-50,ok,53.22,58.88
54.82,260.39,87.06,0.0,26.49,40-45,ok,56.87,61.91
24.99,349.66,106.87,40.66,1.89,10-15,bad,97.84,59.09
12.6,320.36,93.4,44.34,12.21,35-40,bad,84.22,53.93
69.8,321.28,44.52,9.75,24.92,25-30,ok,84.7,93.88
50.92,234.5,88.31,25.83,28.79,45-50,ok,53.96,54.46
50.44,327.49,90.81,27.78,27.08,15-20,ok,76.89,52.71
35.91,356.3,30.07,23.39,27.32,20-25,ok,74.18,32.9
60.83,223.96,78.99,22.06,22.8,25-30,ok,52.86,46.16
62.72,241.37,62.54,27.96,32.23,35-40,ok,76.97,43.36
20.94,292.76,62.32,70.8,0.75,20-25,bad,75.41,67.12
80.25,194.05,50.08,15.51,27.56,45-50,ok,53.48,70.76
60.33,256.94,103.44,39.46,23.23,30-35,ok,47.59,61.7
53.92,265.52,74.8,34.04,35.18,25-30,ok,56.02,69.32
51.57,266.57,54.13,18.66,21.13,20-25,ok,78.45,86.14
50.63,341.67,103.53,4.93,22.84,30-35,ok,59.31,81.84
34.57,144.56,122.95,39.5,12.37,30-35,bad,42.15,62.06
46.37,346.51,76.37,15.22,18.6,10-15,ok,51.84,63.51
54.55,266.01,65.5,21.31,26.16,35-40,ok,62.52,33.34
45.3,422.24,55.17,26.87,14.01,25-30,ok,56.03,82.44
47.11,264.8,120.47,35.13,6.33,20-25,ok,53.34,47.9
27.16,192.37,128.28,46.26,16.34,20-25,bad,78.06,64.68
42.76,273.89,134.48,55.66,14.84,15-20,bad,49.44,39.58
26.68,265.21,70.69,37.77,28.45,10-15,ok,75.29,44.55
64.26,195.27,80.92,24.25,22.03,15-20,ok,57.21,71.82
21.44,332.61,114.97,46.62,19.6,45-50,bad,24.44,79.2
28.39,222.74,132.8,45.56,21.01,10-15,bad,73.01,66.58
26.05,257.45,81.02,24.76,20.91,25-30,ok,48.01,81.21
19.87,156.59,74.01,59.34,20.5,30-35,bad,75.25,100.0
59.28,292.87,68.78,18.71,23.86,10-15,ok,69.13,86.16
45.7,210.95,97.76,61.76,22.26,10-15,bad,86.14,72.29
41.4,326.97,80.53,29.18,20.14,45-50,ok,85.85,100.0
32.88,363.98,68.7,24.47,9.81,10-15,ok,77.79,85.93
44.35,196.25,74.93,10.27,20.62,15-20,ok,50.84,52.38
69.43,281.14,51.09,38.12,28.93,35-40,ok,75.44,79.14
72.29,306.58,66.73,30.26,21.71,10-15,ok,86.13,73.71
23.06,248.91,132.38,75.65,11.99,20-25,bad,66.02,29.26
40.97,312.87,88.34,26.56,9.62,25-30,ok,51.39,40.48
54.54,333.78,87.2,11.02,27.99,45-50,ok,54.07,64.1
26.09,279.29,132.42,61.41,15.49,10-15,bad,67.72,55.6
10.93,253.99,78.02,46.86,21.97,20-25,bad,76.53,64.71
23.58,332.67,117.4,54.3,16.61,40-45,bad,62.15,41.23
40.55,301.04,114.67,36.82,31.78,25-30,ok,61.97,39.43
31.45,310.12,150.08,45.01,13.39,20-25,bad,60.51,86.54
30.08,299.6,123.25,56.85,5.6,30-35,bad,66.88,53.01
54.72,342.98,88.55,16.67,32.21,25-30,ok,59.67,99.46
66.97,372.17,58.2,16.17,37.47,15-20,ok,52.31,42.18
63.3,159.18,76.68,28.31,24.49,15-20,ok,54.61,53.58
45.11,319.29,83.75,30.24,18.22,10-15,ok,74.6,73.02
30.46,245.8,39.75,19.27,24.65,45-50,ok,47.95,89.71
32.01,240.58,77.43,3.64,23.28,10-15,ok,56.74,31.05
74.88,341.86,56.45,29.7,38.39,20-25,ok,73.21,64.55
45.62,350.58,115.7,18.61,10.71,20-25,ok,58.21,65.85
31.88,249.28,86.95,47.78,25.38,35-40,ok,73.02,89.41
46.91,376.95,124.5,50.79,14.66,20-25,bad,80.44,32.34
62.71,270.34,104.8,15.58,12.74,25-30,ok,54.89,52.47
57.78,214.42,89.16,28.69,42.96,25-30,ok,63.76,69.15
25.49,346.26,103.04,32.62,35.6,15-20,ok,70.87,31.12
38.74,314.7,120.9,49.95,21.59,35-40,bad,60.82,60.85
66.17,337.7,76.99,24.03,16.65,15-20,ok,76.49,52.07
56.18,231.63,73.7,27.72,28.11,20-25,ok,39.65,86.5
39.63,304.84,115.01,19.61,23.67,25-30,ok,69.42,74.56
69.21,163.82,72.47,16.29,20.42,35-40,ok,65.5,59.52
54.74,360.13,64.2,28.01,30.32,40-45,ok,89.24,90.13
57.44,196.78,60.15,28.78,23.73,25-30,ok,55.82,55.28
71.59,158.47,91.78,40.69,27.2,45-50,ok,58.77,67.76
77.19,276.31,71.9,43.54,20.81,40-45,ok,97.52,73.87
24.95,262.93,106.01,26.83,18.57,35-40,ok,56.14,63.51
52.94,244.73,53.39,12.15,38.63,35-40,ok,45.93,81.86
43.12,371.38,92.17,32.99,3.41,45-50,ok,64.9,70.69
23.19,317.38,73.25,59.1,1.99,25-30,bad,68.03,23.32
21.9,189.21,127.82,52.32,22.52,35-40,bad,80.98,47.2
50.76,219.4,82.18,20.43,21.88,15-20,ok,65.88,50.0
37.37,239.82,79.58,39.89,26.12,25-30,ok,63.21,44.23
32.77,268.73,125.62,69.36,16.84,25-30,bad,73.64,42.16
23.33,277.65,130.3,54.97,15.23,45-50,bad,88.28,50.59
30.53,287.21,109.21,49.02,14.91,45-50,bad,60.16,43.37
57.93,348.59,103.14,39.49,20.71,30-35,ok,68.04,98.42
67.99,192.38,120.62,49.73,34.72,45-50,ok,97.22,71.8
57.15,353.8,85.1,25.28,31.93,30-35,ok,58.52,58.51
30.22,205.89,138.42,58.62,15.17,35-40,bad,71.26,33.07
47.61,310.07,80.28,35.54,33.88,10-15,ok,78.07,26.8
56.98,336.46,68.96,18.6,25.95,40-45,ok,71.98,33.57
51.2,333.57,93.14,23.7,37.05,35-40,ok,31.58,60.94
54.4,175.49,61.39,27.02,34.6,30-35,ok,36.15,70.01
20.96,309.79,86.58,54.36,11.39,10-15,bad,40.02,49.14
51.73,261.03,47.94,18.98,28.94,20-25,ok,79.77,46.87
74.47,302.12,106.51,56.06,24.6,40-45,bad,39.45,77.11
23.31,261.95,78.65,69.84,10.41,10-15,bad,89.63,21.57
72.53,342.48,91.15,34.06,10.61,45-50,ok,49.4,64.36
47.73,291.99,62.85,32.83,21.79,45-50,ok,53.93,76.55
39.69,238.27,106.89,31.6,21.52,45-50,ok,50.21,80.76
33.23,304.39,102.43,25.88,32.59,15-20,bad,28.69,51.98
38.12,311.9,84.39,6.08,30.18,30-35,ok,52.35,74.79
48.28,326.01,62.97,11.92,20.53,30-35,ok,73.12,61.32
66.17,248.0,68.81,8.06,38.89,40-45,ok,58.83,77.43
22.34,382.69,129.9,55.31,0.0,20-25,bad,65.95,45.6
31.96,332.77,104.39,47.99,0.0,45-50,bad,53.23,67.77
56.17,333.83,72.07,23.29,19.65,45-50,ok,70.3,8.56
16.9,229.0,121.4,44.26,18.02,25-30,bad,73.41,38.38
34.58,290.38,77.83,13.91,32.08,20-25,ok,50.79,82.78
72.86,280.54,51.89,32.99,26.72,40-45,ok,61.83,73.51
63.86,248.59,77.89,16.23,22.52,10-15,ok,55.32,68.55
16.38,303.15,120.41,46.41,6.29,20-25,bad,90.04,62.66
20.45,371.75,102.4,55.02,20.3,30-35,bad,75.61,48.18
41.8,236.15,72.71,26.91,23.71,15-20,ok,79.22,63.78
47.95,288.33,93.95,14.87,33.14,35-40,ok,66.65,0.25
66.14,242.66,78.55,14.48,29.55,40-45,ok,62.3,81.6
53.85,307.62,100.78,50.63,17.01,15-20,bad,78.35,49.9
45.07,173.15,77.56,20.05,30.0,45-50,ok,64.42,42.1
41.06,347.87,87.74,24.63,21.52,35-40,ok,58.33,46.37
57.77,312.28,100.4,34.94,33.07,45-50,ok,48.84,59.71
57.83,266.69,63.35,27.91,22.07,10-15,ok,57.18,52.39
57.19,302.58,107.0,35.64,28.0,20-25,ok,42.84,56.32
41.04,306.8,58.81,29.71,25.08,15-20,ok,69.35,55.08
32.48,329.14,68.21,17.57,27.02,45-50,ok,98.44,74.37
63.76,283.65,77.43,18.27,36.38,30-35,ok,51.98,71.32
70.54,254.31,97.25,40.85,20.23,30-35,bad,52.27,51.15
45.96,276.26,51.24,34.87,26.83,45-50,ok,43.16,93.39
38.54,252.83,102.23,54.59,30.13,25-30,bad,37.38,64.95
48.28,161.43,100.09,30.27,24.48,10-15,ok,75.73,14.88
21.47,238.51,89.17,19.15,40.19,15-20,ok,75.53,79.29
66.18,350.61,51.56,25.72,19.0,30-35,ok,78.76,51.04
42.52,246.03,87.72,61.12,10.76,40-45,bad,46.47,45.95
47.28,353.83,61.48,25.07,22.75,40-45,ok,68.25,27.87
46.91,275.45,84.34,11.65,29.28,10-15,ok,43.11,35.44
74.29,265.69,67.3,20.93,31.15,45-50,ok,55.89,60.13
57.24,245.65,63.04,24.45,40.06,25-30,ok,48.63,33.43
15.47,268.62,94.54,47.81,10.82,20-25,bad,71.57,36.05
55.35,299.2,85.19,23.51,33.45,45-50,ok,74.71,70.15
20.99,299.57,88.75,31.65,14.26,45-50,ok,49.34,86.62
15.49,312.01,89.14,23.03,33.61,25-30,ok,88.56,69.11
65.15,337.78,87.29,24.07,19.88,40-45,ok,60.76,39.28
38.66,260.77,84.89,24.86,23.18,10-15,ok,72.94,38.45
55.65,206.87,95.58,32.79,5.33,40-45,ok,61.93,56.77
31.05,152.17,57.53,23.99,25.5,20-25,ok,89.53,34.81
72.64,277.45,96.27,12.06,18.0,25-30,ok,48.0,100.0
50.09,265.89,81.54,72.83,17.7,40-45,bad,66.7,52.82
57.27,256.76,106.95,69.81,10.11,20-25,bad,73.52,41.61
25.69,289.94,81.7,24.31,32.45,35-40,ok,60.38,60.92
51.15,240.38,107.98,30.64,17.72,35-40,ok,63.7,60.24
43.34,220.04,54.04,17.96,31.62,10-15,ok,61.89,34.01
16.19,265.75,87.23,39.53,22.26,45-50,bad,67.28,54.15
37.87,245.58,61.08,16.05,34.85,30-35,ok,40.94,55.36
72.19,327.56,71.22,18.58,22.81,30-35,ok,41.52,88.15
64.67,295.64,58.25,16.45,14.53,45-50,ok,57.46,85.59
82.42,304.84,63.19,24.15,23.25,35-40,ok,68.09,60.77
52.58,196.53,102.47,29.38,24.79,10-15,ok,69.11,75.0
67.65,270.74,91.74,28.34,13.94,10-15,ok,59.68,26.85
70.97,337.81,61.3,17.55,18.46,45-50,ok,27.9,65.38
58.34,214.82,54.91,49.78,25.68,10-15,ok,89.4,40.82
60.28,279.4,93.49,22.26,21.35,15-20,ok,60.14,30.92
77.23,293.83,87.75,13.49,25.9,45-50,ok,57.22,100.0
22.59,299.2,124.84,41.53,17.39,35-40,bad,44.75,57.53
60.87,219.49,52.31,32.44,21.0,10-15,ok,74.89,41.07
55.79,153.57,107.47,54.59,9.47,15-20,bad,58.09,59.81
49.88,288.13,60.46,20.25,23.42,35-40,ok,90.66,83.76
17.37,226.21,126.47,40.28,0.57,40-45,bad,76.89,35.54
26.89,309.54,133.62,47.86,16.12,30-35,bad,83.05,55.61
62.4,253.25,63.64,20.44,25.72,30-35,ok,72.21,69.88
49.19,230.49,99.23,31.39,23.24,15-20,ok,69.78,46.13
62.64,316.4,98.96,8.88,30.53,35-40,ok,50.51,52.72
75.84,294.9,114.53,40.89,30.69,10-15,ok,55.93,92.96
41.59,270.36,123.87,63.48,7.31,15-20,bad,54.61,60.16
48.23,235.04,76.9,35.65,24.83,10-15,ok,79.99,54.34
61.98,380.19,76.6,22.91,26.11,15-20,ok,51.83,60.91
50.81,227.22,47.51,40.84,24.42,25-30,ok,65.14,60.34
47.79,305.07,102.84,29.21,44.5,45-50,ok,73.49,99.08
47.0,335.04,91.21,39.67,34.9,40-45,ok,48.57,85.12
29.8,294.09,88.05,16.58,12.77,15-20,ok,46.0,41.0
37.86,210.06,71.14,13.84,28.71,15-20,ok,45.66,34.18
11.9,276.04,106.91,55.55,9.54,40-45,bad,43.2,16.36
76.64,269.4,58.87,21.34,21.6,30-35,ok,41.71,77.07
52.28,320.24,114.07,40.87,14.45,45-50,bad,57.9,66.7
66.67,328.95,53.95,27.65,26.04,30-35,ok,66.48,74.67
18.34,293.98,99.37,57.16,17.41,35-40,bad,80.71,79.39
44.18,257.65,76.42,51.56,5.55,45-50,bad,59.61,45.48
62.93,334.69,59.8,37.1,32.35,30-35,ok,72.6,76.36
65.39,336.09,109.74,22.31,21.59,35-40,ok,69.97,100.0
58.9,298.56,46.13,25.03,29.84,35-40,ok,83.36,100.0
51.13,235.8,94.63,29.34,6.98,30-35,bad,56.42,77.07
18.08,302.68,99.08,45.61,15.79,45-50,bad,75.88,65.6
40.5,226.14,78.95,46.05,9.93,10-15,bad,86.81,79.42
42.48,249.27,75.14,20.93,17.13,30-35,ok,21.68,42.12
23.34,282.42,138.89,35.86,9.22,40-45,bad,57.86,52.1
44.36,384.62,104.47,40.9,20.21,35-40,ok,77.36,82.58
35.36,239.1,65.14,20.51,13.44,40-45,ok,79.12,76.42
66.22,286.85,82.51,9.4,33.29,40-45,ok,63.59,63.94
54.81,294.31,58.68,21.28,39.3,45-50,ok,47.95,91.04
57.57,304.28,60.9,15.31,12.32,25-30,ok,63.57,64.17
77.13,367.24,62.76,40.03,41.31,20-25,ok,88.54,89.03
42.05,303.41,81.79,32.96,20.93,15-20,ok,64.35,18.19
10.81,297.41,94.53,54.3,11.4,15-20,bad,70.72,92.49
58.68,287.85,47.2,39.82,22.86,15-20,ok,68.69,57.89
33.93,294.96,71.27,30.83,36.29,35-40,ok,58.28,43.84
45.69,366.67,81.12,30.26,23.73,10-15,ok,56.11,84.92
30.07,243.02,120.44,61.34,1.49,40-45,bad,73.34,86.02
55.35,261.32,48.38,34.35,19.34,20-25,ok,89.73,76.07
23.67,265.01,67.44,16.25,24.53,40-45,ok,51.27,51.85
35.86,288.71,73.17,20.21,19.77,30-35,ok,75.56,72.38
28.78,282.47,117.1,66.72,0.0,25-30,bad,53.49,75.4
31.87,253.12,116.21,44.07,19.62,45-50,bad,69.06,78.39
61.91,303.26,82.39,49.19,35.91,25-30,ok,81.35,67.78
46.16,362.31,135.38,51.35,23.6,35-40,bad,63.53,33.48
52.25,295.5,129.44,45.25,9.3,45-50,bad,67.9,51.69
75.42,386.7,78.12,29.78,26.97,10-15,ok,79.2,100.0
37.02,231.52,90.34,63.85,5.27,40-45,bad,61.93,58.37
12.22,280.68,32.79,10.45,32.86,15-20,ok,87.43,83.02
32.59,216.99,101.97,59.44,18.76,15-20,bad,87.3,44.97
59.94,248.03,101.1,40.56,18.06,30-35,ok,61.55,97.28
74.86,335.98,71.77,13.38,23.77,25-30,ok,56.85,39.97
64.84,320.07,73.91,14.27,15.49,20-25,ok,73.34,69.56
27.69,292.67,93.16,51.59,12.94,25-30,bad,54.68,75.23
20.87,294.67,67.52,67.97,14.74,30-35,bad,40.17,31.94
61.38,242.56,42.44,15.94,29.36,30-35,ok,54.32,85.93
29.58,239.23,99.23,38.08,14.4,10-15,bad,78.03,71.58
26.92,236.14,74.21,50.27,27.41,40-45,ok,64.42,40.5
66.16,321.69,110.53,28.66,26.44,10-15,ok,65.23,57.17
34.65,363.9,70.73,14.72,34.98,10-15,ok,65.37,73.75
69.53,291.68,99.8,31.5,33.92,40-45,ok,65.2,59.88
17.87,271.69,66.93,38.83,16.79,35-40,bad,43.24,9.75
38.25,307.49,76.2,12.05,28.2,20-25,ok,80.71,68.19
46.54,208.56,86.86,15.99,20.09,30-35,ok,65.71,54.68
46.31,300.35,60.2,13.96,23.12,10-15,ok,51.81,63.64
45.89,289.25,78.94,14.35,18.45,30-35,ok,73.07,72.67
48.6,343.24,66.08,16.43,37.95,30-35,ok,26.55,63.31
33.82,289.42,69.1,37.14,36.5,25-30,ok,53.12,58.08
31.27,379.23,102.45,57.57,14.38,45-50,bad,60.36,89.31
68.32,241.05,108.03,18.46,32.76,40-45,ok,19.72,23.29
58.93,206.83,73.99,39.34,17.2,15-20,ok,69.14,51.47
41.84,250.72,102.08,36.77,20.76,30-35,bad,53.92,88.99
46.51,222.65,130.71,63.7,15.54,45-50,bad,72.08,53.84
51.43,209.26,75.81,60.67,5.58,15-20,bad,66.63,28.92
24.32,269.32,47.85,45.66,34.44,20-25,ok,67.7,66.38
90.53,238.64,113.91,9.08,15.07,35-40,ok,42.83,59.84
30.94,205.41,35.95,17.2,41.11,20-25,ok,42.05,82.4
62.5,276.17,76.33,15.85,16.12,30-35,ok,39.45,66.0
62.28,284.07,84.02,20.03,25.28,20-25,ok,56.08,62.71
65.4,341.0,65.89,26.49,21.52,25-30,ok,71.68,73.5
60.61,225.44,110.37,29.82,18.39,45-50,ok,65.4,62.49
56.73,413.47,125.28,47.14,4.8,25-30,bad,56.49,84.4
31.53,292.07,92.73,43.6,15.36,30-35,bad,60.35,52.92
61.78,176.0,62.69,28.68,24.06,40-45,ok,53.32,94.74
39.2,276.18,85.01,50.35,14.96,30-35,bad,43.67,100.0
35.16,293.93,65.13,20.49,38.72,15-20,ok,70.91,90.88
53.89,274.79,71.78,17.34,9.3,45-50,ok,65.3,31.32
27.91,322.26,76.18,37.84,23.1,35-40,ok,36.12,72.41
35.84,296.91,101.65,82.58,1.42,30-35,bad,64.42,26.01
54.28,209.75,62.91,38.63,34.18,30-35,ok,63.74,39.58
25.49,237.58,93.28,55.0,20.03,30-35,bad,70.33,70.06
57.93,179.59,82.92,14.43,19.64,40-45,ok,34.33,65.06
56.5,305.87,53.26,41.49,16.51,10-15,ok,61.49,76.51
26.36,222.24,115.43,46.11,5.19,45-50,bad,64.07,80.07
63.48,288.88,82.1,6.06,34.18,20-25,ok,73.36,79.14
37.4,336.06,147.97,60.21,23.17,45-50,bad,93.79,55.87
26.09,308.35,76.84,45.75,21.82,40-45,ok,53.97,56.82
61.71,249.94,84.61,18.3,28.66,45-50,ok,53.85,49.84
37.27,257.64,75.14,12.36,26.13,30-35,ok,68.97,54.56
60.08,242.8,101.72,1.33,22.16,30-35,ok,59.46,69.72
41.84,355.16,99.93,22.63,21.7,25-30,ok,43.01,78.13
37.55,235.97,127.06,66.17,5.85,40-45,bad,87.26,37.62
19.33,237.79,70.89,53.74,23.79,45-50,bad,50.9,55.11
26.63,290.11,85.55,37.47,31.28,30-35,ok,80.46,47.74
60.47,292.11,71.97,12.71,19.08,40-45,ok,67.99,88.93
27.99,241.24,100.89,13.94,38.37,30-35,ok,64.29,28.51
60.72,246.35,67.08,9.77,37.83,30-35,ok,62.82,52.57
43.38,230.54,79.79,30.41,14.42,30-35,ok,68.34,70.88
36.07,387.54,120.74,53.27,9.08,30-35,bad,51.97,58.87
62.62,247.5,118.47,15.03,26.88,45-50,ok,36.45,82.41
49.9,243.86,110.13,37.37,29.04,15-20,ok,63.1,72.18
27.05,298.81,142.02,67.58,26.84,20-25,bad,90.07,31.35
32.42,204.16,78.72,37.01,28.03,40-45,ok,64.16,55.58
53.5,284.33,68.57,19.23,31.96,10-15,ok,66.16,25.94
59.34,263.59,92.39,16.13,18.33,30-35,ok,45.96,40.85
36.79,297.3,116.21,26.79,21.07,15-20,bad,67.48,76.01
46.88,270.42,68.14,19.14,30.73,25-30,ok,41.74,44.47
57.97,218.21,85.6,28.19,16.95,25-30,ok,70.37,65.49
35.23,331.29,73.5,34.84,34.57,40-45,ok,58.47,20.79
45.81,281.74,86.61,23.36,21.61,35-40,ok,69.4,68.2
42.14,243.23,39.74,28.6,25.69,30-35,ok,49.53,76.29
42.02,348.5,78.52,15.81,23.14,40-45,ok,56.15,26.97
39.07,264.86,115.54,0.0,29.29,15-20,ok,61.94,66.96
80.89,233.92,87.67,14.18,18.59,35-40,ok,58.51,65.03
65.99,181.83,45.06,26.94,29.19,40-45,ok,63.42,50.74
82.44,246.47,77.66,22.76,21.53,35-40,ok,88.37,55.06
32.06,206.56,112.78,60.0,22.36,45-50,bad,100.0,84.55
38.55,234.31,69.43,31.75,36.0,15-20,ok,57.88,77.29
59.96,297.75,90.11,34.37,11.24,30-35,ok,60.97,63.15
38.72,322.2,46.36,12.9,36.15,25-30,ok,76.22,39.38
54.16,291.51,69.65,22.28,33.13,35-40,ok,69.24,52.59
21.71,274.42,101.36,66.46,26.03,25-30,bad,64.8,44.13
38.89,301.09,32.05,19.94,27.57,10-15,ok,53.01,60.79
42.85,290.68,110.83,17.03,22.9,20-25,ok,46.54,53.44
37.25,341.08,99.88,26.7,31.47,25-30,ok,60.97,61.73
3.04,168.02,81.27,47.58,19.91,15-20,ok,80.98,56.41
57.75,251.61,36.33,28.89,28.28,15-20,ok,59.42,88.2
6.23,251.68,97.62,55.75,16.25,35-40,bad,62.62,70.55
25.57,194.87,139.41,52.44,16.43,30-35,bad,80.69,30.99
36.81,270.17,60.04,19.22,13.06,45-50,ok,71.87,64.55
38.1,284.09,40.33,32.3,41.74,25-30,ok,32.29,42.21
83.01,203.68,119.23,38.27,30.48,20-25,bad,70.51,90.54
38.06,410.85,81.35,23.44,29.61,45-50,ok,57.22,78.03
57.48,260.09,97.54,36.41,20.06,45-50,ok,78.68,73.07
63.81,366.13,46.55,10.35,34.28,35-40,ok,57.88,40.39
74.73,261.3,81.43,9.72,22.88,40-45,ok,86.13,100.0
51.77,283.66,44.04,4.43,39.37,20-25,ok,49.07,47.37
38.86,225.94,68.71,24.73,29.15,25-30,ok,37.94,67.49
30.62,310.57,139.33,50.44,28.31,20-25,bad,76.12,72.96
45.17,325.66,65.03,8.46,27.6,25-30,ok,62.57,48.75
